id,name,weight,height,image,base_hp,base_attack,base_defense,base_special_defense,base_speed,base_special_attack,base_stat_total
382,kyogre,3520,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png,100,100,90,140,90,150,670
383,groudon,9500,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png,100,150,140,90,90,100,670
384,rayquaza,2065,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png,105,150,90,90,95,150,680
385,jirachi,11,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png,100,100,100,100,100,100,600
386,deoxys-normal,608,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png,50,150,50,50,150,150,600
387,turtwig,102,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png,55,68,64,55,31,45,318
388,grotle,970,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png,75,89,85,65,36,55,405
389,torterra,3100,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,95,109,105,85,56,75,525
390,chimchar,62,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png,44,58,44,44,61,58,309
391,monferno,220,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png,64,78,52,52,81,78,405
392,infernape,550,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png,76,104,71,71,108,104,534
393,piplup,52,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png,53,51,53,56,40,61,314
394,prinplup,230,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png,64,66,68,76,50,81,405
395,empoleon,845,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,84,86,88,101,60,111,530
396,starly,20,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png,40,55,30,30,60,30,245
397,staravia,155,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png,55,75,50,40,80,40,340
398,staraptor,249,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png,85,120,70,60,100,50,485
399,bidoof,200,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png,59,45,40,40,31,35,250
400,bibarel,315,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png,79,85,60,60,71,55,410
401,kricketot,22,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png,37,25,41,41,25,25,194
402,kricketune,255,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png,77,85,51,51,65,55,384
403,shinx,95,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png,45,65,34,34,45,40,263
404,luxio,305,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png,60,85,49,49,60,60,363
405,luxray,420,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png,80,120,79,79,70,95,523
406,budew,12,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png,40,30,35,70,55,50,280
407,roserade,145,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png,60,70,65,105,90,125,515
408,cranidos,315,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png,67,125,40,30,58,30,350
409,rampardos,1025,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png,97,165,60,50,58,65,495
410,shieldon,570,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png,30,42,118,88,30,42,350
411,bastiodon,1495,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png,60,52,168,138,30,47,495
412,burmy,34,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png,40,29,45,45,36,29,224
413,wormadam-plant,65,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png,60,59,85,105,36,79,424
414,mothim,233,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png,70,94,50,50,66,94,424
415,combee,55,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png,30,30,42,42,70,30,244
416,vespiquen,385,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png,70,80,102,102,40,80,474
417,pachirisu,39,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png,60,45,70,90,95,45,405
418,buizel,295,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png,55,65,35,30,85,60,330
419,floatzel,335,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png,85,105,55,50,115,85,495
420,cherubi,33,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,45,35,45,53,35,62,275
421,cherrim,93,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,70,60,70,78,85,87,450
422,shellos,63,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,76,48,48,62,34,57,325
423,gastrodon,299,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,111,83,68,82,39,92,475
424,ambipom,203,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,75,100,66,66,115,60,482
425,drifloon,12,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,90,50,34,44,70,60,348
426,drifblim,150,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,150,80,44,54,80,90,498
427,buneary,55,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,55,66,44,56,85,44,350
428,lopunny,333,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,65,76,84,96,105,54,480
429,mismagius,44,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,60,60,60,105,105,105,495
430,honchkrow,273,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,100,125,52,52,71,105,505
431,glameow,39,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,49,55,42,37,85,42,310
432,purugly,438,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,71,82,64,59,112,64,452
433,chingling,6,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,45,30,50,50,45,65,285
434,stunky,192,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,63,63,47,41,74,41,329
435,skuntank,380,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,103,93,67,61,84,71,479
436,bronzor,605,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,57,24,86,86,23,24,300
437,bronzong,1870,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,67,89,116,116,33,79,500
438,bonsly,150,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png,50,80,95,45,10,10,290
439,mime-jr,130,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png,20,25,45,90,60,70,310
440,happiny,244,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png,100,5,5,65,30,15,220
441,chatot,19,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png,76,65,45,42,91,92,411
442,spiritomb,1080,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png,50,92,108,108,35,92,485
443,gible,205,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png,58,70,45,45,42,40,300
444,gabite,560,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png,68,90,65,55,82,50,410
445,garchomp,950,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png,108,130,95,85,102,80,600
446,munchlax,1050,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png,135,85,40,85,5,40,390
447,riolu,202,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png,40,70,40,40,60,35,285
448,lucario,540,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png,70,110,70,70,90,115,525
449,hippopotas,495,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,68,72,78,42,32,38,330
450,hippowdon,3000,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,108,112,118,72,47,68,525
451,skorupi,120,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,40,50,90,55,65,30,330
452,drapion,615,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,70,90,110,75,95,60,500
453,croagunk,230,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,48,61,40,40,50,61,300
454,toxicroak,444,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,83,106,65,65,85,86,490
455,carnivine,270,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,74,100,72,72,46,90,454
456,finneon,70,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,49,49,56,61,66,49,330
457,lumineon,240,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png,69,69,76,86,91,69,460
458,mantyke,650,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png,45,20,50,120,50,60,345
459,snover,505,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png,60,62,50,60,40,62,334
460,abomasnow,1355,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png,90,92,75,85,60,92,494
461,weavile,340,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png,70,120,65,85,125,45,510
462,magnezone,1800,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png,70,70,115,90,60,130,535
463,lickilicky,1400,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png,110,85,95,95,50,80,515
464,rhyperior,2828,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png,115,140,130,55,40,55,535
465,tangrowth,1286,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png,100,100,125,50,50,110,535
466,electivire,1386,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png,75,123,67,85,95,95,540
467,magmortar,680,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png,75,95,67,95,83,125,540
468,togekiss,380,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png,85,50,95,115,80,120,545
469,yanmega,515,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png,86,76,86,56,95,116,515
470,leafeon,255,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png,65,110,130,65,95,60,525
471,glaceon,259,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png,65,60,110,95,65,130,525
472,gliscor,425,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png,75,95,125,75,95,45,510
473,mamoswine,2910,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png,110,130,80,60,80,70,530
474,porygon-z,340,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png,85,80,70,75,90,135,535
475,gallade,520,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png,68,125,65,115,80,65,518
476,probopass,3400,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png,60,55,145,150,40,75,525
477,dusknoir,1066,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png,45,100,135,135,45,65,525
478,froslass,266,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png,70,80,70,70,110,80,480
479,rotom,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png,50,50,77,77,91,95,440
480,uxie,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png,75,75,130,130,95,75,580
481,mesprit,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png,80,105,105,105,80,105,580
482,azelf,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png,75,125,70,70,115,125,580
483,dialga,6830,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png,100,120,120,100,90,150,680
484,palkia,3360,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png,90,120,100,120,100,150,680
485,heatran,4300,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png,91,90,106,106,77,130,600
486,regigigas,4200,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png,110,160,110,110,100,80,670
487,giratina-altered,7500,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png,150,100,120,120,90,100,680
488,cresselia,856,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png,120,70,110,120,85,75,580
489,phione,31,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png,80,80,80,80,80,80,480
490,manaphy,14,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png,100,100,100,100,100,100,600
491,darkrai,505,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png,70,90,90,90,125,135,600
492,shaymin-land,21,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png,100,100,100,100,100,100,600
493,arceus,3200,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png,120,120,120,120,120,120,720
494,victini,40,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png,100,100,100,100,100,100,600
495,snivy,81,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png,45,45,55,55,63,45,308
496,servine,160,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png,60,60,75,75,83,60,413
497,serperior,630,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png,75,75,95,95,113,75,528
498,tepig,99,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png,65,63,45,45,45,45,308
499,pignite,555,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png,90,93,55,55,55,70,418
500,emboar,1500,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png,110,123,65,65,65,100,528
501,oshawott,59,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png,55,55,45,45,45,63,308
502,dewott,245,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png,75,75,60,60,60,83,413
503,samurott,946,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png,95,100,85,70,70,108,528
504,patrat,116,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png,45,55,39,39,42,35,255
505,watchog,270,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png,60,85,69,69,77,60,420
506,lillipup,41,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png,45,60,45,45,55,25,275
507,herdier,147,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png,65,80,65,65,60,35,370
508,stoutland,610,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png,85,110,90,90,80,45,500
509,purrloin,101,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png,41,50,37,37,66,50,281
510,liepard,375,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png,64,88,50,50,106,88,446
511,pansage,105,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png,50,53,48,48,64,53,316
512,simisage,305,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png,75,98,63,63,101,98,498
513,pansear,110,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png,50,53,48,48,64,53,316
514,simisear,280,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png,75,98,63,63,101,98,498
515,panpour,135,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png,50,53,48,48,64,53,316
516,simipour,290,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png,75,98,63,63,101,98,498
517,munna,233,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png,76,25,45,55,24,67,292
518,musharna,605,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png,116,55,85,95,29,107,487
519,pidove,21,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png,50,55,50,30,43,36,264
520,tranquill,150,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png,62,77,62,42,65,50,358
521,unfezant,290,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png,80,115,80,55,93,65,488
522,blitzle,298,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png,45,60,32,32,76,50,295
523,zebstrika,795,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png,75,100,63,63,116,80,497
524,roggenrola,180,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png,55,75,85,25,15,25,280
525,boldore,1020,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png,70,105,105,40,20,50,390
526,gigalith,2600,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png,85,135,130,80,25,60,515
527,woobat,21,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png,65,45,43,43,72,55,323
528,swoobat,105,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,67,57,55,55,114,77,425
529,drilbur,85,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,60,85,40,45,68,30,328
530,excadrill,404,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,110,135,60,65,88,50,508
531,audino,310,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,103,60,86,86,50,60,445
532,timburr,125,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,75,80,55,35,35,25,305
533,gurdurr,400,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,85,105,85,50,40,40,405
534,conkeldurr,870,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,105,140,95,65,45,55,505
535,tympole,45,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,50,50,40,40,64,50,294
536,palpitoad,170,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,75,65,55,55,69,65,384
537,seismitoad,620,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,105,95,75,75,74,85,509
538,throh,555,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png,120,100,85,85,45,30,465
539,sawk,510,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png,75,125,75,75,85,30,465
540,sewaddle,25,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png,45,53,70,60,42,40,310
541,swadloon,73,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png,55,63,90,80,42,50,380
542,leavanny,205,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png,75,103,80,80,92,70,500
543,venipede,53,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,30,45,59,39,57,30,260
544,whirlipede,585,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,40,55,99,79,47,40,360
545,scolipede,2005,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,60,100,89,69,112,55,485
546,cottonee,6,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png,40,27,60,50,66,37,280
547,whimsicott,66,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png,60,67,85,75,116,77,480
548,petilil,66,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png,45,35,50,50,30,70,280
549,lilligant,163,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png,70,60,75,75,90,110,480
550,basculin-red-striped,180,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png,70,92,65,55,98,80,460
551,sandile,152,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,50,72,35,35,65,35,292
552,krokorok,334,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,60,82,45,45,74,45,351
553,krookodile,963,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,95,117,80,70,92,65,519
554,darumaka,375,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,70,90,45,45,50,15,315
555,darmanitan-standard,929,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,105,140,55,55,95,30,480
556,maractus,280,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,75,86,67,67,60,106,461
557,dwebble,145,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,50,65,85,35,55,35,325
558,crustle,2000,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,70,105,125,75,45,65,485
559,scraggy,118,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,50,75,70,70,48,35,348
560,scrafty,300,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,65,90,115,115,58,45,488
561,sigilyph,140,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,72,58,80,80,97,103,490
562,yamask,15,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,38,30,85,65,30,55,303
563,cofagrigus,765,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,58,50,145,105,30,95,483
564,tirtouga,165,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,54,78,103,45,22,53,355
565,carracosta,810,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,74,108,133,65,32,83,495
566,archen,95,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,55,112,45,45,70,74,401
567,archeops,320,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,75,140,65,65,110,112,567
568,trubbish,310,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,50,50,62,62,65,40,329
569,garbodor,1073,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,80,95,82,82,75,60,474
570,zorua,125,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,40,65,40,40,65,80,330
571,zoroark,811,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,60,105,60,60,105,120,510
572,minccino,58,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,55,50,40,40,75,40,300
